,beta.ave,beta.diff,gamma.ave,gamma.diff,group
7171,0.294491525,0.040254237,0.572463768,0.065217391,pinon
7191,0.683333333,0.066666667,1.457142857,0.171428571,pinon
7222,1.221014493,0.525362319,0.791666667,0.152777778,pinon
7232,0.515625,0.078125,0.934782609,0.152173913,pinon
7312,0.769230769,-0.019230769,0.8,0.228571429,pinon
7421,1.433121019,0.47133758,0.958333333,0.208333333,pinon
7471,1.625,-0.153571429,2.055555556,0.351851852,pinon
7582,0.682692308,0.105769231,1.782608696,0,pinon
7613,0.769230769,0.184615385,0.766666667,0.1,pinon
7632,1.153225806,0.25,1.5,1.269230769,pinon
7651,0.794642857,-0.1875,6.166666667,1.166666667,pinon
7671,0.632352941,0.132352941,0.977272727,0.068181818,pinon
7701,0.219148936,0.040425532,0.714285714,0.142857143,pinon
7712,1.464285714,0.035714286,1.020833333,0.229166667,pinon
778,1.315217391,0.663043478,1.645833333,0.0625,pinon
7811,0.650627615,0.244769874,0.792857143,0.221428571,pinon
7821,1.74742268,0.912371134,1.1875,0.6875,pinon
7842,0.672839506,0.327160494,0.75,0.45,pinon
7871,0.105042017,-0.008403361,0.25,0.022727273,pinon
795,0.647196262,0.212616822,0.478873239,0.098591549,pinon
796,1.274193548,0.392473118,1.5,0.388888889,pinon
797,0.238709677,0.116129032,0.323529412,0.107843137,pinon
8031,0.319711538,0.036057692,1.102941176,0.25,pinon
8042,0.398648649,0.060810811,0.402173913,0.076086957,pinon
8071,0.86440678,0.084745763,1,0.24137931,pinon
8141,0.214828897,0.036121673,0.331081081,0.060810811,pinon
8291,0.705882353,0.272727273,0.840425532,0.606382979,pinon
8311,1.24691358,0.37037037,4.363636364,1.636363636,pinon
8361,0.936619718,-0.035211268,0.866666667,0.8,pinon
844,1.178082192,-0.191780822,0.409090909,0.363636364,pinon
8621,1.078703704,-0.087962963,0.823529412,0.764705882,pinon
8692,0.831858407,-0.115044248,2.318181818,0.409090909,pinon
8711,0.677570093,0.228971963,1.80952381,0.904761905,pinon
8721,1.104166667,0.145833333,1.526315789,0.052631579,pinon
879,0.593023256,0.034883721,0.810344828,0.155172414,pinon
8821,0.794871795,0.153846154,0.980769231,0.173076923,pinon
8931,0.830246914,-0.24382716,0.431372549,0.254901961,pinon
8961,1.676923077,0.053846154,1.285714286,0.102040816,pinon
8981,0.123222749,0.023696682,0.275862069,0.068965517,pinon
9151,0.268292683,0.048780488,0.368421053,0.035087719,pinon
9261,0.989655172,0.231034483,0.846938776,0.540816327,pinon
9271,0.285310734,0.064971751,0.367647059,0.117647059,pinon
9301,0.581818182,-0.4,0.233333333,0.033333333,pinon
9352,1.106796117,0.13592233,2.261904762,0.738095238,pinon
9371,0.77,-0.31,0.4375,0.25,pinon
9381,0.663043478,0.054347826,0.977272727,0.113636364,pinon
9402,0.621212121,0.045454545,0.916666667,0.083333333,pinon
9431,0.550925926,-0.069444444,7.666666667,0.166666667,pinon
9471,1.222222222,0.644444444,1.62,0.18,pinon
9622,0.559701493,-0.298507463,0.210526316,0.078947368,pinon
966,0.843434343,-0.580808081,0.611111111,0.5,pinon
9691,0.525,0.339285714,0.673076923,0.25,pinon
9712,0.44214876,0.037190083,1.0625,0.229166667,pinon
9721,1,0,0.838709677,0.096774194,pinon
9751,0.56122449,0.051020408,1.475,0.025,pinon
9781,1.255681818,0.1875,0.740740741,0.037037037,pinon
9791,0.569148936,0.186170213,1.105263158,0.421052632,pinon
982,0.322834646,-0.094488189,1.023809524,0.071428571,pinon
9841,1.226415094,-0.603773585,1.65,0.2,pinon
987,1.200534759,0.27540107,0.9,0.4,pinon
9882,0.315217391,0.057971014,0.435897436,0.051282051,pinon
9931,0.794117647,-0.029411765,1.321428571,0.035714286,pinon
1000,0.680555556,0.013888889,1.176470588,0,pinon
10031,1.803191489,0.888297872,0.9125,0.6625,pinon
10081,1.319767442,0.447674419,2.85,1.25,pinon
10101,0.8,0.213333333,1.125,0.25,pinon
10122,1.151315789,0.467105263,1.659090909,1.159090909,pinon
10131,0.625,-0.221153846,0.454545455,0.363636364,pinon
10182,0.916666667,0.05,0.555555556,0.388888889,pinon
10251,1.065972222,0.302083333,0.433333333,0.144444444,pinon
10261,0.322335025,0.098984772,0.557692308,0.403846154,pinon
10281,0.765060241,-0.210843373,1.66,0.06,pinon
10322,0.684210526,0.105263158,0.675,0.125,pinon
10371,0.833333333,0.045454545,0.576923077,0.307692308,pinon
1040,0.805555556,0.138888889,0.482758621,0.206896552,pinon
1047,0.845454545,-0.045454545,1.923076923,0.384615385,pinon
10481,0.551136364,0.119318182,0.516666667,0.35,pinon
10512,1.091836735,0.571428571,1.925,0.825,pinon
10521,1.843137255,-0.176470588,1.454545455,0.227272727,pinon
10541,0.376470588,0.023529412,0.621621622,0,pinon
10571,0.417177914,-0.220858896,0.181818182,0.163636364,pinon
10582,1.03125,0.09375,0.552631579,0.342105263,pinon
10642,0.743243243,0.175675676,0.592592593,0.185185185,pinon
10712,0.330985915,0.107981221,0.821428571,0.092857143,pinon
10731,0.220812183,-0.04822335,0.340425532,0.021276596,pinon
10782,1.358108108,0.547297297,0.578125,0.390625,pinon
1080,1.225,-0.258333333,4.25,0.25,pinon
10831,0.150943396,0.056603774,0.323076923,0.092307692,pinon
1086,0.596256684,-0.371657754,0.1015625,0.0234375,pinon
10911,0.394321767,0.056782334,0.460674157,0.202247191,pinon
10931,0.496503497,-0.062937063,0.313559322,0.279661017,pinon
1097,0.62244898,0.010204082,0.683333333,0.016666667,pinon
1100,1.342105263,0.149122807,7.2,2,pinon
11031,1.395480226,0.265536723,1.189189189,1.135135135,pinon
11071,1.979591837,-0.040816327,0.951219512,0.048780488,pinon
11091,0.565789474,0.376315789,0.865853659,0.402439024,pinon
11182,2.358695652,-0.518115942,0.936363636,0.227272727,pinon
1120,0.219143577,0.020151134,1.192307692,0.115384615,pinon
11211,0.993670886,0.094936709,0.952380952,0.119047619,pinon
11262,0.807692308,0.076923077,0.160714286,0.017857143,pinon
1135,0.815217391,0.097826087,0.178571429,0.035714286,pinon
1138,0.273109244,-0.037815126,0.192307692,0.007692308,pinon
11421,1.071428571,-0.193877551,0.377777778,0.088888889,pinon
11441,0.755813953,0.127906977,0.476190476,0.238095238,pinon
11471,1.171428571,0.285714286,0.632352941,0.338235294,pinon
11481,0.975806452,0.024193548,2.35,0.25,pinon
11512,0.762711864,0.203389831,0.69047619,0.5,pinon
11532,0.657894737,-0.061403509,0.2,0.08,pinon
11591,1.522727273,0.604545455,1.44,0.48,pinon
11641,1.643617021,-0.196808511,2.083333333,0.166666667,pinon
11661,0.355491329,0.049132948,1.456521739,0.02173913,pinon
11671,0.971698113,0.198113208,0.742424242,0.106060606,pinon
11691,0.951219512,0.170731707,1.30952381,0.119047619,pinon
1186,1.181318681,0.10989011,0.902439024,0.829268293,pinon
11891,0.989795918,0.18707483,0.916666667,0.111111111,pinon
11912,0.699152542,0.309322034,1.206896552,0.103448276,pinon
11922,0.197478992,-0.004201681,0.565789474,0.065789474,pinon
12081,0.628205128,-0.064102564,0.5,0.121621622,pinon
12122,0.150306748,0.04601227,0.182926829,0.085365854,pinon
12181,0.778846154,0.221153846,2.029411765,0.264705882,pinon
12211,0.285024155,0.188405797,0.480769231,0.288461538,pinon
12231,1.020408163,0.836734694,1.1,0.8,pinon
12251,0.384615385,-0.10989011,0.486842105,0.434210526,pinon
12331,0.214953271,0.07165109,0.274509804,0.019607843,pinon
1235,1.211956522,0.690217391,2.8,1.066666667,pinon
12391,0.9,0.128571429,0.15,0.05,pinon
12461,0.797029703,-0.133663366,0.362068966,0.275862069,pinon
12511,1.389423077,0.245192308,0.815217391,0.097826087,pinon
12542,0.223809524,-0.014285714,0.157894737,0.026315789,pinon
1257,1.262195122,0.335365854,0.544117647,0.485294118,pinon
12611,0.968253968,-0.619047619,0.648148148,0.055555556,pinon
12632,0.74,-0.13,2.875,0.8125,pinon
12711,1.31871345,0.271929825,0.706521739,0.641304348,pinon
12801,0.208571429,0.02,0.336065574,0.057377049,pinon
12831,0.244897959,0.107142857,0.291666667,0.111111111,pinon
1286,0.865771812,-0.093959732,1.285714286,0.476190476,pinon
12871,0.408695652,0.060869565,0.418918919,0.094594595,pinon
12881,1.5,0.225,0.916666667,0.583333333,pinon
12911,0.685185185,0,0.526315789,0.368421053,pinon
12951,0.221088435,0.030612245,0.213333333,0.04,pinon
12981,1,0.361702128,0.636363636,0.272727273,pinon
13011,0.619565217,0.322463768,2.125,1.325,pinon
13021,1.036585366,0.426829268,1.5,0.75,pinon
13052,0.734615385,-0.196153846,0.31884058,0.217391304,pinon
13111,0.888888889,0.111111111,0.15,0.03,pinon
13201,0.760416667,0.114583333,0.212121212,0.090909091,pinon
13231,0.409090909,0.227272727,0.151162791,0.046511628,pinon
13291,0.806451613,0.537634409,0.560606061,0.409090909,pinon
13341,0.820512821,0.102564103,0.611111111,0.055555556,pinon
13372,1.493902439,0.25,0.5,0.175,pinon
13401,0.237588652,0.039007092,0.815789474,0.552631579,pinon
1346,0.232394366,0.056338028,0.75,0.386363636,pinon
1348,0.707317073,0.073170732,0.76,0,pinon
13521,0.686486486,0.172972973,0.689655172,0.068965517,pinon
1354,1.355345912,0.286163522,1,0.931818182,pinon
1357,0.790909091,0.381818182,0.765625,0.328125,pinon
1358,0.655555556,0.211111111,0.607142857,0.178571429,pinon
13601,1.102564103,-0.179487179,0.727272727,0.181818182,pinon
1364,1.076642336,0.135036496,0.518518519,0.148148148,pinon
1365,0.298192771,0.009036145,0.597222222,0.013888889,pinon
13671,0.6875,-0.0625,1.071428571,0.071428571,pinon
13681,0.75,-0.016666667,0.416666667,0.208333333,pinon
1375,1.162790698,0.426356589,2.275,1.075,pinon
1376,0.911764706,0.005882353,0.432432432,0.081081081,pinon
1377,0.602564103,0.128205128,0.710526316,0.342105263,pinon
13801,2.045454545,0.253246753,3.538461538,0.692307692,pinon
13821,0.565217391,0.326086957,0.594594595,0.324324324,pinon
1394,0.828571429,0.057142857,0.296875,0.203125,pinon
14011,0.715789474,0.136842105,1.1875,0.0625,pinon
14021,1.663636364,0.1,1.555555556,0,pinon
14081,0.895061728,-0.216049383,0.466666667,0.366666667,pinon
1411,1.333333333,0.071428571,0.785714286,0.185714286,pinon
14161,0.662162162,0.040540541,0.513157895,0.118421053,pinon
1419,0.72972973,0.054054054,0.548780488,0.06097561,pinon
1428,0.130742049,0.024734982,0.273333333,0.046666667,pinon
14341,0.255244755,0.062937063,0.284615385,0.146153846,pinon
14361,0.675824176,-0.357142857,0.410714286,0.303571429,pinon
14431,0.682692308,0.048076923,1.206896552,0.103448276,pinon
14501,0.75,0.05,0.651515152,0.106060606,pinon
1453,1.345070423,0.492957746,1.670454545,0.761363636,pinon
14571,0.113122172,0.013574661,0.339285714,0.017857143,pinon
14651,0.348039216,0.073529412,0.622222222,0.377777778,pinon
1470,0.76744186,-0.348837209,0.344444444,0.322222222,pinon
14711,0.791666667,0.125,0.7,0.133333333,pinon
14761,0.591666667,0.075,0.985714286,0.128571429,pinon
1478,0.975,0.225,0.217948718,0.038461538,pinon
14901,0.199346405,0.035947712,0.242647059,0.125,pinon
1492,0.736111111,0.152777778,0.82,0.06,pinon
1495,0.662037037,0.282407407,1.235294118,0.058823529,pinon
1496,1.463414634,0.926829268,1.625,1.175,pinon
15021,0.543956044,0.17032967,1.288461538,0.557692308,pinon
1505,1.231707317,0.268292683,1.027777778,0.25,pinon
1506,0.256097561,-0.004065041,0.5,0.043478261,pinon
15261,0.773381295,0.320143885,1.380952381,0.603174603,pinon
15311,0.662790698,0.058139535,0.4125,0.1625,pinon
1540,0.15,0.019565217,0.246031746,0.023809524,pinon
1543,1.380681818,0.517045455,3.05,1.15,pinon
15481,0.91025641,0.038461538,0.483333333,0.083333333,pinon
15571,0.435897436,0.08974359,0.590909091,0.015151515,pinon
15601,0.676300578,0.034682081,0.868852459,0.163934426,pinon
15611,0.62601626,0.081300813,0.873015873,0,pinon
15711,0.743902439,0.06097561,0.5,0.210526316,pinon
15741,1.173076923,0.538461538,0.95,0.25,pinon
1577,0.56779661,0.093220339,0.75,0.125,pinon
15831,1,0.295454545,0.170212766,0.021276596,pinon
1586,0.68,0.12,0.8125,0.1125,pinon
1589,0.756756757,-0.288288288,0.395348837,0.348837209,pinon
1590,1.5,0.096153846,0.75,0.1875,pinon
15941,1.193181818,0.602272727,0.628571429,0.171428571,pinon
1606,0.920454545,0.215909091,0.201754386,0.00877193,pinon
16121,2,0.217391304,1.970588235,0.5,pinon
1614,0.259803922,0.024509804,0.380952381,0.142857143,pinon
16191,0.159624413,0.037558685,0.41509434,0.075471698,pinon
16251,0.595454545,0.386363636,0.875,0.375,pinon
1627,1.175925926,0.305555556,2.325,1.125,pinon
1633,0.586956522,0.108695652,0.53030303,0.196969697,pinon
16361,0.604166667,0.0625,0.661764706,0.044117647,pinon
16431,0.589285714,0.089285714,0.127118644,0.025423729,pinon
1648,0.535483871,0.393548387,0.847826087,0.717391304,pinon
16501,0.413194444,0.114583333,1.055555556,0.055555556,pinon
16521,0.534883721,0.069767442,0.402777778,0.208333333,pinon
16551,0.263392857,0.0625,0.710526316,0.061403509,pinon
1663,0.153614458,-0.021084337,0.229508197,0.032786885,pinon
16661,0.163101604,0.040106952,0.423076923,0.076923077,pinon
1668,0.657894737,-0.105263158,0.480769231,0.173076923,pinon
16721,0.350364964,0.138686131,0.5,0.26744186,pinon
1675,0.495726496,-0.008547009,0.23,0.19,pinon
1677,0.737288136,0.008474576,8,0,pinon
1689,0.969135802,0.00617284,0.516666667,0.416666667,pinon
16911,0.737179487,0.108974359,8.666666667,1.333333333,pinon
16921,1.265306122,0.040816327,1.340909091,0.295454545,pinon
1706,0.857142857,-0.235294118,0.301724138,0.215517241,pinon
1708,0.661538462,0.153846154,7.5,1.5,pinon
17121,0.858695652,0.184782609,0.143835616,0.034246575,pinon
17151,0.9125,0.1125,0.163934426,0.032786885,pinon
17281,0.304761905,0.085714286,0.488888889,0.022222222,pinon
1729,1.239130435,0.543478261,0.761904762,0.571428571,pinon
17351,0.602941176,0.044117647,0.712121212,0.075757576,pinon
17421,0.783333333,0.083333333,0.25,0.020833333,pinon
1745,0.606060606,0.060606061,0.95,0.216666667,pinon
17471,0.636363636,0.022727273,0.814285714,0.185714286,pinon
1750,0.639175258,0.268041237,0.611111111,0.138888889,pinon
17511,1.430555556,0.680555556,0.647058824,0,pinon
17541,1.4375,0.619318182,2.259259259,0.185185185,pinon
1757,0.93902439,0.158536585,0.115384615,0.019230769,pinon
17661,0.608391608,0.377622378,0.318181818,0.015151515,pinon
17701,1.141304348,0.423913043,1.825,0.675,pinon
17721,0.229166667,-0.020833333,0.49,0.01,pinon
17751,0.68115942,-0.463768116,0.402777778,0.236111111,pinon
1780,0.303278689,0.090163934,0.386363636,0.181818182,pinon
1787,0.78440367,-0.096330275,0.825581395,0.151162791,pinon
1792,0.696428571,0.017857143,0.529411765,0.176470588,pinon
1795,0.614285714,-0.071428571,0.25,0.132352941,pinon
1798,0.56741573,-0.252808989,0.254385965,0.026315789,pinon
1801,0.223809524,0.004761905,0.66,0.3,pinon
1806,0.565217391,0.217391304,0.2734375,0.0234375,pinon
1809,0.688888889,-0.138888889,1.225,0.025,pinon
18141,0.711409396,0.11409396,1.072916667,0.177083333,pinon
18151,0.775280899,-0.078651685,0.476744186,0.26744186,pinon
18211,0.902777778,-0.013888889,5.142857143,0.142857143,pinon
1830,0.723577236,-0.276422764,0.458333333,0.325,pinon
1833,0.901960784,0.411764706,0.666666667,0.19047619,pinon
18361,0.655555556,0.033333333,0.552631579,0.157894737,pinon
18401,0.72,0.14,0.159722222,0.020833333,pinon
18431,0.78125,0.15625,0.178571429,0.035714286,pinon
18461,1.060606061,0.212121212,0.204545455,0.022727273,pinon
1849,0.568181818,0.090909091,0.126666667,0.02,pinon
1858,0.721428571,0.221428571,0.123376623,0.045454545,pinon
18611,0.213450292,-0.102339181,0.095890411,0.054794521,pinon
1870,0.338235294,0.132352941,0.323076923,0.107692308,pinon
18721,0.609375,0.046875,0.571428571,0.071428571,pinon
18751,0.530864198,0.327160494,0.822916667,0.46875,pinon
1876,0.606060606,0.060606061,1.235294118,0.352941176,pinon
18791,0.647482014,-0.323741007,0.548387097,0.096774194,pinon
19111,0.865384615,0.173076923,0.890625,0.140625,pinon
1913,0.907407407,0.055555556,1.121212121,0.333333333,pinon
1930,0.918181818,-0.136363636,2.12,0.08,pinon
1936,0.755681818,0.1875,1.602564103,0.448717949,pinon
1942,0.597222222,0.180555556,0.15942029,0.072463768,pinon
1958,0.559566787,0.368231047,0.714285714,0.444444444,pinon
1959,1.018867925,-0.132075472,2.882352941,0.705882353,pinon
19611,0.468085106,0.021276596,0.401639344,0.057377049,pinon
1968,0.851351351,0.310810811,0.263157895,0.035087719,pinon
1972,0.485714286,0.171428571,0.097014925,0.037313433,pinon
1975,0.773809524,0.083333333,0.183823529,0.036764706,pinon
1982,0.704918033,-0.147540984,0.174418605,0.011627907,pinon
1990,0.818181818,0.045454545,0.393617021,0.074468085,pinon
1994,0.663636364,0.1,0.162337662,0.006493506,pinon
1996,0.69047619,0.166666667,1.423076923,0.423076923,pinon
2017,0.564285714,0.192857143,0.195876289,0.010309278,pinon
2023,0.731651376,-0.029816514,1.177419355,0.048387097,pinon
2029,0.575949367,0.14556962,0.156862745,0.039215686,pinon
2047,0.585227273,0.289772727,0.176229508,0.004098361,pinon
2063,0.516129032,0.215053763,0.143617021,0.015957447,pinon
2076,0.714285714,0.326530612,0.14953271,0.08411215,pinon
2092,0.857142857,0.457142857,0.948717949,0.230769231,pinon
2095,0.910891089,0.099009901,0.757142857,0.014285714,pinon
2097,0.426829268,0.073170732,0.596153846,0.019230769,pinon
170,0.576666667,-0.39,1.014705882,0.573529412,ponderosa
318,0.544642857,-0.133928571,0.188888889,0.055555556,ponderosa
1116,0.661538462,-0.107692308,1.795774648,0.950704225,ponderosa
1512,0.65,-0.2,0.9875,0.2875,ponderosa
1719,0.575,-0.225,1.785714286,0.987394958,ponderosa
3510,0.770833333,-0.0625,0.836879433,0.063829787,ponderosa
4015,0.647058824,0.058823529,0.913385827,0.165354331,ponderosa
4710,0.458139535,0.379069767,1.615384615,0.897435897,ponderosa
487,0.472222222,-0.333333333,1.37755102,0.724489796,ponderosa
5314,0.733333333,0.033333333,0.146,0.094,ponderosa
5410,0.514285714,0.085714286,0.165217391,0.039130435,ponderosa
5615,0.85,-0.15,0.124390244,0.068292683,ponderosa
6010,1.023809524,0.30952381,1.010638298,0.180851064,ponderosa
6310,0.6,0.066666667,0.268333333,0.065,ponderosa
647,0.828571429,0.171428571,0.29375,0.102083333,ponderosa
7113,0.764705882,-0.176470588,0.395238095,0.185714286,ponderosa
7911,0.772727273,-0.227272727,1.336206897,0.939655172,ponderosa
8110,0.28125,0.09375,0.335,0.005,ponderosa
835,0.875,-0.125,2.102272727,0.056818182,ponderosa
874,1,0,2.455882353,0.426470588,ponderosa
897,0.694444444,-0.027777778,2.632653061,0.367346939,ponderosa
9410,0.807142857,0.092857143,0.611764706,0.117647059,ponderosa
10312,0.5625,-0.041666667,0.1625,0.025,ponderosa
10410,0.637931034,-0.224137931,0.809090909,0.263636364,ponderosa
10610,0.68,-0.24,2.116666667,0.95,ponderosa
1074,0.529166667,-0.179166667,0.711864407,0.186440678,ponderosa
10810,0.515217391,-0.267391304,1.871428571,1.028571429,ponderosa
1096,0.554545455,-0.281818182,0.543478261,0.184782609,ponderosa
11011,0.694117647,0.270588235,0.879032258,0.088709677,ponderosa
1117,0.80952381,-0.047619048,0.226415094,0.028301887,ponderosa
1122,0.694444444,-0.083333333,2.610169492,0.949152542,ponderosa
1146,0.815217391,-0.054347826,1.825757576,0.098484848,ponderosa
11610,0.695121951,0.304878049,1.541666667,0.925,ponderosa
1209,0.582142857,-0.275,0.928571429,0.479591837,ponderosa
12112,0.668181818,0.059090909,0.478571429,0.007142857,ponderosa
12210,0.628571429,0.057142857,0.515748031,0.114173228,ponderosa
1232,0.5125,-0.0875,0.521929825,0.057017544,ponderosa
12411,0.554878049,-0.115853659,0.547297297,0.054054054,ponderosa
12610,0.708333333,-0.291666667,2.636363636,0.431818182,ponderosa
1282,0.84375,0.09375,0.691176471,0.328431373,ponderosa
12912,0.73880597,0.141791045,0.439393939,0.207070707,ponderosa
1361,0.595833333,-0.195833333,0.675257732,0.231958763,ponderosa
1384,0.74,0.22,0.716346154,0.177884615,ponderosa
1395,0.858333333,0.191666667,1.310810811,0.77027027,ponderosa
1424,0.842105263,0.021052632,1.918604651,0.151162791,ponderosa
1486,0.724358974,0.198717949,0.401315789,0.151315789,ponderosa
1494,0.75,-0.176829268,0.803370787,0.353932584,ponderosa
1522,0.710526316,0.210526316,0.9425,0.1575,ponderosa
1544,0.68852459,0.131147541,0.493421053,0.243421053,ponderosa
1576,0.75,0.178571429,1.613636364,1,ponderosa
1646,0.57173913,0.406521739,1.593406593,1.098901099,ponderosa
1657,0.625,-0.237068966,1.9609375,1.2734375,ponderosa
1661,0.805970149,0.044776119,0.803418803,0.333333333,ponderosa
1674,0.537777778,-0.417777778,0.294897959,0.117346939,ponderosa
1688,0.703947368,0.190789474,0.988888889,0.077777778,ponderosa
1697,0.715,-0.115,2.602272727,1.397727273,ponderosa
17110,0.736842105,0.122807018,0.221804511,0.056390977,ponderosa
1738,0.569767442,-0.38372093,0.58045977,0.166666667,ponderosa
1753,0.735294118,0.132352941,1.963541667,0.515625,ponderosa
1773,0.795180723,-0.21686747,2.712264151,2.117924528,ponderosa
1782,0.6,0.066666667,0.545454545,0.159090909,ponderosa
1794,0.673469388,0.204081633,1.909459459,1.495945946,ponderosa
1818,0.595121951,-0.453658537,2.916666667,1.583333333,ponderosa
1827,0.68125,-0.20625,1.873846154,0.649230769,ponderosa
1857,0.607142857,0.130952381,3.587301587,1.523809524,ponderosa
1923,0.637931034,0.051724138,0.660493827,0.290123457,ponderosa
1943,0.746478873,0.070422535,2.688442211,0.67839196,ponderosa
1962,0.596774194,0.161290323,0.677018634,0.204968944,ponderosa
1973,0.578457447,-0.378989362,1.528846154,0.298076923,ponderosa
1983,0.595833333,-0.2375,1.225910064,0.262312634,ponderosa
1992,0.615384615,0.25,0.333433735,0.281024096,ponderosa
2091,0.706666667,-0.093333333,1.473684211,0.315789474,ponderosa
2102,0.725,-0.225,1.077777778,0.544444444,ponderosa
2152,0.76,-0.03,1.760273973,0.719178082,ponderosa
2172,0.708333333,0.141666667,0.636363636,0.072727273,ponderosa
2192,0.578947368,0.031578947,0.530208333,0.011458333,ponderosa
2204,0.58,0.02,0.192465753,0.146575342,ponderosa
2232,0.759493671,0.253164557,2.414473684,0.598684211,ponderosa
2241,0.650684932,0.006849315,0.342541436,0.143646409,ponderosa
2252,0.558823529,0.323529412,0.544871795,0.403846154,ponderosa
2315,0.563636364,-0.315151515,1.860655738,1.172131148,ponderosa
2343,0.64375,0.00625,0.523144105,0.147598253,ponderosa
2402,0.705882353,0,0.419354839,0,ponderosa
2423,0.735294118,0.147058824,0.574418605,0.306976744,ponderosa
2441,0.582758621,-0.375862069,2.130952381,1.178571429,ponderosa
2451,0.597560976,-0.195121951,0.340540541,0.010810811,ponderosa
2462,0.885416667,-0.052083333,1.226923077,0.126923077,ponderosa
2502,0.690647482,-0.269784173,1.3,0.325,ponderosa
2512,0.591666667,0.175,0.267985612,0.01618705,ponderosa
2522,0.823076923,0.130769231,2.442622951,0.06557377,ponderosa
2562,0.43071161,-0.056179775,3.448717949,1.679487179,ponderosa
2572,0.683760684,-0.256410256,2.569230769,0.538461538,ponderosa
2582,0.826086957,-0.043478261,0.949367089,0.620253165,ponderosa
2603,0.701612903,0.137096774,0.14379085,0.032679739,ponderosa
2622,0.611538462,0.311538462,1.02173913,0.268115942,ponderosa
2631,0.55,0.15,0.6525,0.1125,ponderosa
2641,0.540909091,-0.113636364,1.003787879,0.458333333,ponderosa
2682,0.653846154,0.076923077,1.462962963,0.611111111,ponderosa
2703,0.645833333,-0.270833333,0.938202247,0.43258427,ponderosa
2722,0.542857143,-0.028571429,0.506535948,0.140522876,ponderosa
2781,0.681818182,-0.136363636,2.088888889,0.266666667,ponderosa
2821,0.761538462,0.007692308,2.25,0.583333333,ponderosa
2842,0.605555556,-0.172222222,0.817073171,0.097560976,ponderosa
2852,0.666666667,0,0.54245283,0.155660377,ponderosa
2885,0.642857143,0,0.525423729,0,ponderosa
2942,0.513157895,-0.100877193,1.166500994,0.222166998,ponderosa
2952,0.821428571,-0.321428571,0.74645614,0.502947368,ponderosa
2962,0.521276596,0.063829787,0.528990694,0.161536626,ponderosa
2974,0.5875,-0.04375,2.404899135,1.540345821,ponderosa
3012,0.682178218,0.098019802,2.506666667,0.813333333,ponderosa
3021,0.555172414,-0.028735632,0.466764061,0.222059898,ponderosa
3033,0.590736041,0.119923858,0.324297189,0.035140562,ponderosa
3053,0.700787402,0.106299213,1.520895522,0.923880597,ponderosa
3071,0.696428571,-0.125,0.80726257,0.061452514,ponderosa
273,0.65862069,-0.231034483,0.681818182,0.170454545,GS Tips
489,0.435483871,-0.14516129,0.176666667,0.116666667,GS Tips
838,0.671052632,-0.131578947,1.550632911,0.462025316,GS Tips
921,0.53,-0.07,0.105555556,0.053703704,GS Tips
1270,0.573770492,0.180327869,1.011627907,0.186046512,GS Tips
1326,0.56097561,-0.073170732,0.185534591,0.128930818,GS Tips
1720,0.641304348,-0.119565217,0.291262136,0.184466019,GS Tips
2113,0.525316456,0.082278481,0.538109756,0.513719512,GS Tips
2212,0.133423181,0.014824798,0.531372549,0.292156863,GS Tips
2513,0.608695652,0,0.911764706,0.735294118,GS Tips
2614,0.706896552,0.103448276,1.530769231,1.392307692,GS Tips
3512,0.63125,-0.170833333,1.713114754,1.101092896,GS Tips
3610,0.742857143,-0.153246753,3.821428571,2.089285714,GS Tips
3712,0.527149321,-0.101809955,0.739805825,0.036893204,GS Tips
393,0.539568345,-0.100719424,0.327900552,0.070994475,GS Tips
4110,0.533707865,0.050561798,0.725806452,0.005376344,GS Tips
4510,0.628985507,-0.257971014,1.474226804,0.886597938,GS Tips
4711,0.663398693,-0.199346405,1.653508772,0.881578947,GS Tips
4810,0.626893939,-0.259469697,2.914772727,1.642045455,GS Tips
4910,0.468309859,0.172535211,0.494809689,0.290657439,GS Tips
5315,0.61965812,-0.200854701,2.232142857,1.25,GS Tips
5513,0.580729167,0.299479167,0.65,0.004545455,GS Tips
5711,0.647928994,-0.139053254,2.263888889,0.972222222,GS Tips
5913,0.526315789,-0.052631579,1.231182796,0.209677419,GS Tips
6113,0.675324675,-0.025974026,0.794736842,0.005263158,GS Tips
6410,0.651010101,-0.281313131,1.098130841,0.070093458,GS Tips
6511,0.639219935,-0.149512459,0.918181818,0.254545455,GS Tips
6610,1.032786885,0.423497268,3.64,0.688,GS Tips
672,0.549327354,0.038116592,0.70596206,0.497289973,GS Tips
7014,0.592105263,-0.162280702,0.844155844,0.012987013,GS Tips
7211,0.889534884,-0.180232558,0.5546875,0.2109375,GS Tips
7614,0.614478114,-0.18013468,1.630434783,0.043478261,GS Tips
7812,0.654411765,0.029411765,0.718253968,0.05952381,GS Tips
7912,0.76344086,0.575268817,1.714285714,1.336734694,GS Tips
8011,0.85,0.326470588,2.542168675,1.361445783,GS Tips
855,0.735169492,0.120762712,0.503424658,0.071917808,GS Tips
8610,0.534883721,-0.062015504,0.386363636,0.029220779,GS Tips
8910,0.793103448,0.04137931,2.174603175,0.158730159,GS Tips
9010,0.853960396,0.349009901,3.06547619,0.089285714,GS Tips
956,0.657142857,0.188571429,1.578651685,0.106741573,GS Tips
9611,0.425806452,0.058064516,0.265895954,0.086705202,GS Tips
991,0.47972973,0.054054054,0.886666667,0.586666667,GS Tips
